web-scraper-order,web-scraper-start-url,films,films-href,title,genres,image-src,number
"1678819484-3807","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Lady Vengeance (2005)","https://letterboxd.com/film/lady-vengeance/","Lady Vengeance","[{""genres"":""drama""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/9/2/5/7/49257-lady-vengeance-0-230-0-345-crop.jpg?v=08caa7fc94","2655"
"1678819486-3808","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Dance, Girl, Dance (1940)","https://letterboxd.com/film/dance-girl-dance/","Dance, Girl, Dance","[{""genres"":""comedy""},{""genres"":""music""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/3/0/5/6/4/30564-dance-girl-dance-0-230-0-345-crop.jpg?v=b33ef03149","2654"
"1678819488-3809","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Ford v Ferrari (2019)","https://letterboxd.com/film/ford-v-ferrari/","Ford v Ferrari","[{""genres"":""drama""},{""genres"":""history""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/2/9/1/4/1/9/291419-ford-v-ferrari-0-230-0-345-crop.jpg?v=27ed4e72db","2653"
"1678819491-3810","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Moby Dick (1956)","https://letterboxd.com/film/moby-dick/","Moby Dick","[{""genres"":""drama""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/4/6/3/2/2/46322-moby-dick-0-230-0-345-crop.jpg?v=c54bd49961","2652"
"1678819493-3811","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","West of Memphis (2012)","https://letterboxd.com/film/west-of-memphis/","West of Memphis","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/7/0/7/3/4/70734-west-of-memphis-0-230-0-345-crop.jpg?v=26fa3067d7","2651"
"1678819496-3812","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Bowling for Columbine (2002)","https://letterboxd.com/film/bowling-for-columbine/","Bowling for Columbine","[{""genres"":""drama""},{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/5/1/0/3/5/51035-bowling-for-columbine-0-230-0-345-crop.jpg?v=1ff9f254a1","2650"
"1678819498-3813","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Straw Dogs (1971)","https://letterboxd.com/film/straw-dogs/","Straw Dogs","[{""genres"":""thriller""},{""genres"":""crime""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/oc/e4/zi/pp/kn85ADdkCrL3I2uWfKKhxpjolU5-0-230-0-345-crop.jpg?v=c4c5763d80","2649"
"1678819500-3814","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Orchestra Rehearsal (1978)","https://letterboxd.com/film/orchestra-rehearsal/","Orchestra Rehearsal","[{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/1/7/5/7/9/17579-orchestra-rehearsal-0-230-0-345-crop.jpg?v=4bd92f53a6","2648"
"1678819503-3815","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Hamlet (2009)","https://letterboxd.com/film/hamlet-2009/","Hamlet","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/3/8/0/0/33800-hamlet-0-230-0-345-crop.jpg?v=c932422127","2647"
"1678819505-3816","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Faster, Pussycat! Kill! Kill! (1965)","https://letterboxd.com/film/faster-pussycat-kill-kill/","Faster, Pussycat! Kill! Kill!","[{""genres"":""comedy""},{""genres"":""crime""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/5/1/7/4/4/51744-faster-pussycat-kill-kill--0-230-0-345-crop.jpg?v=38b24d042f","2646"
"1678819507-3817","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Madadayo (1993)","https://letterboxd.com/film/madadayo/","Madadayo","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/3/5/1/5/43515-madadayo-0-230-0-345-crop.jpg?v=fb8ba763a2","2645"
"1678819510-3818","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Lone Wolf and Cub: White Heaven in Hell (1974)","https://letterboxd.com/film/lone-wolf-and-cub-white-heaven-in-hell/","Lone Wolf and Cub: White Heaven in Hell","[{""genres"":""fantasy""},{""genres"":""action""},{""genres"":""drama""},{""genres"":""history""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/2/3/5/4/8/23548-lone-wolf-and-cub-white-heaven-in-hell-0-230-0-345-crop.jpg?v=2637f3336f","2644"
"1678819512-3819","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Counterfeiters (2007)","https://letterboxd.com/film/the-counterfeiters/","The Counterfeiters","[{""genres"":""drama""},{""genres"":""war""}]","https://a.ltrbxd.com/resized/sm/upload/xr/up/ma/ll/bRQddrgVemZtFdnrPy9AxTpkhpj-0-230-0-345-crop.jpg?v=f6a0b6c2eb","2643"
"1678819515-3820","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Drishyam (2015)","https://letterboxd.com/film/drishyam-2015/","Drishyam","[{""genres"":""crime""},{""genres"":""thriller""},{""genres"":""mystery""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/8/2/2/5/1/282251-drishyam-0-230-0-345-crop.jpg?v=9711e3e569","2642"
"1678819517-3821","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Batman Begins (2005)","https://letterboxd.com/film/batman-begins/","Batman Begins","[{""genres"":""drama""},{""genres"":""crime""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/5/1/7/8/4/51784-batman-begins-0-230-0-345-crop.jpg?v=f090edc352","2641"
"1678819519-3822","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Young Törless (1966)","https://letterboxd.com/film/young-torless/","Young Törless","[{""genres"":""drama""},{""genres"":""history""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/1/9/5/7/6/19576-young-torless-0-230-0-345-crop.jpg?v=0118ac81ce","2640"
"1678819522-3823","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Hunt for the Wilderpeople (2016)","https://letterboxd.com/film/hunt-for-the-wilderpeople/","Hunt for the Wilderpeople","[{""genres"":""adventure""},{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/sm/upload/z3/0g/ol/7s/gALeMjf3NlSXy1gbz3eKct1aRhd-0-230-0-345-crop.jpg?v=d2b19175d7","2639"
"1678819524-3824","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Snow Queen (1957)","https://letterboxd.com/film/the-snow-queen-1957/","The Snow Queen","[{""genres"":""family""},{""genres"":""fantasy""},{""genres"":""animation""}]","https://a.ltrbxd.com/resized/film-poster/5/7/2/6/8/57268-the-snow-queen-0-230-0-345-crop.jpg?v=1503bfdcb4","2638"
"1678819527-3825","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Lost Honor of Katharina Blum (1975)","https://letterboxd.com/film/the-lost-honor-of-katharina-blum/","The Lost Honor of Katharina Blum","[{""genres"":""drama""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/4/9/1/5/3/49153-the-lost-honor-of-katharina-blum-0-230-0-345-crop.jpg?v=32834e0662","2637"
"1678819529-3826","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","A Bullet for the General (1967)","https://letterboxd.com/film/a-bullet-for-the-general/","A Bullet for the General","[{""genres"":""western""}]","https://a.ltrbxd.com/resized/film-poster/2/7/1/2/1/27121-a-bullet-for-the-general-0-230-0-345-crop.jpg?v=bb05817505","2636"
"1678819532-3827","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Kahaani (2012)","https://letterboxd.com/film/kahaani/","Kahaani","[{""genres"":""thriller""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/film-poster/6/9/2/9/1/69291-kahaani-0-230-0-345-crop.jpg?v=ae96ccc33d","2635"
"1678819534-3828","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Vanya on 42nd Street (1994)","https://letterboxd.com/film/vanya-on-42nd-street/","Vanya on 42nd Street","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/0/2/8/2/30282-vanya-on-42nd-street-0-230-0-345-crop.jpg?v=f3bd6725fd","2634"
"1678819536-3829","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Last of Sheila (1973)","https://letterboxd.com/film/the-last-of-sheila/","The Last of Sheila","[{""genres"":""mystery""},{""genres"":""thriller""},{""genres"":""crime""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/5/4/0/0/35400-the-last-of-sheila-0-230-0-345-crop.jpg?v=64696282fc","2633"
"1678819538-3830","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","A Perfect World (1993)","https://letterboxd.com/film/a-perfect-world/","A Perfect World","[{""genres"":""drama""},{""genres"":""crime""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/4/7/0/4/1/47041-a-perfect-world-0-230-0-345-crop.jpg?v=ce9fd859f1","2632"
"1678819541-3831","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Buddy Holly Story (1978)","https://letterboxd.com/film/the-buddy-holly-story/","The Buddy Holly Story","[{""genres"":""drama""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/3/6/9/8/2/36982-the-buddy-holly-story-0-230-0-345-crop.jpg?v=c61be8a2c4","2631"
"1678819543-3832","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Last Train Home (2009)","https://letterboxd.com/film/last-train-home/","Last Train Home","[{""genres"":""documentary""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/1/9/6/8/1/19681-last-train-home-0-230-0-345-crop.jpg?v=bdb97d46ee","2630"
"1678819546-3833","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Three Days of the Condor (1975)","https://letterboxd.com/film/three-days-of-the-condor/","Three Days of the Condor","[{""genres"":""mystery""},{""genres"":""thriller""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/4/4/8/4/5/44845-three-days-of-the-condor-0-230-0-345-crop.jpg?v=c17a05b17b","2629"
"1678819548-3834","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Clerks (1994)","https://letterboxd.com/film/clerks/","Clerks","[{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/sm/upload/03/4k/8o/ul/clerks-0-230-0-345-crop.jpg?v=35be012b59","2628"
"1678819550-3835","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Cooley High (1975)","https://letterboxd.com/film/cooley-high/","Cooley High","[{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/2/8/4/6/4/28464-cooley-high-0-230-0-345-crop.jpg?v=9c3e78270e","2627"
"1678819553-3836","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Son of the Bride (2001)","https://letterboxd.com/film/son-of-the-bride/","Son of the Bride","[{""genres"":""romance""},{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/9/6/2/5/39625-son-of-the-bride-0-230-0-345-crop.jpg?v=b5fcd8cfb9","2626"
"1678819556-3837","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Battling Butler (1926)","https://letterboxd.com/film/battling-butler/","Battling Butler","[{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/1/4/4/4/0/14440-battling-butler-0-230-0-345-crop.jpg?v=e6df0a78d0","2625"
"1678819558-3838","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Dressed to Kill (1980)","https://letterboxd.com/film/dressed-to-kill-1980/","Dressed to Kill","[{""genres"":""thriller""},{""genres"":""horror""},{""genres"":""mystery""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/sm/upload/we/d3/m3/8d/bRvIvD6pu7KQU3OOKQk8tuIwBkI-0-230-0-345-crop.jpg?v=1213d0ea32","2624"
"1678819560-3839","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Road House (1948)","https://letterboxd.com/film/road-house-1948/","Road House","[{""genres"":""drama""},{""genres"":""action""},{""genres"":""romance""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/3/1/8/8/5/31885-road-house-0-230-0-345-crop.jpg?v=cd9bc67909","2623"
"1678819563-3840","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Pina (2011)","https://letterboxd.com/film/pina/","Pina","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/8/8/7/8/8878-pina-0-230-0-345-crop.jpg?v=c8a1852ce2","2622"
"1678819565-3841","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Somersault in a Coffin (1996)","https://letterboxd.com/film/somersault-in-a-coffin/","Somersault in a Coffin","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/7/0/0/3/1/70031-somersault-in-a-coffin-0-230-0-345-crop.jpg?v=1f1282d73f","2621"
"1678819567-3842","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Music Lovers (1971)","https://letterboxd.com/film/the-music-lovers/","The Music Lovers","[{""genres"":""drama""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/5/6/5/9/8/56598-the-music-lovers-0-230-0-345-crop.jpg?v=0124cc3543","2620"
"1678819570-3843","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Come Drink with Me (1966)","https://letterboxd.com/film/come-drink-with-me/","Come Drink with Me","[{""genres"":""action""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/3/5/4/5/8/35458-come-drink-with-me-0-230-0-345-crop.jpg?v=94fb7facf2","2619"
"1678819572-3844","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Towering Inferno (1974)","https://letterboxd.com/film/the-towering-inferno/","The Towering Inferno","[{""genres"":""thriller""},{""genres"":""drama""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/4/8/5/6/8/48568-the-towering-inferno-0-230-0-345-crop.jpg?v=f5f7a48d14","2618"
"1678819575-3845","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Old Maid (1939)","https://letterboxd.com/film/the-old-maid/","The Old Maid","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/0/2/8/7/20287-the-old-maid-0-230-0-345-crop.jpg?v=af3f0efa11","2617"
"1678819577-3846","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Naked Gun: From the Files of Police Squad! (1988)","https://letterboxd.com/film/the-naked-gun-from-the-files-of-police-squad/","The Naked Gun: From the Files of Police Squad!","[{""genres"":""crime""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/2/7/2/8/4/27284-the-naked-gun-0-230-0-345-crop.jpg?v=7f848fb394","2616"
"1678819579-3847","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Railway Children (1970)","https://letterboxd.com/film/the-railway-children/","The Railway Children","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""family""}]","https://a.ltrbxd.com/resized/film-poster/2/6/8/3/5/26835-the-railway-children-0-230-0-345-crop.jpg?v=763d43d92d","2615"
"1678819582-3848","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","The Farewell (2019)","https://letterboxd.com/film/the-farewell-2019/","The Farewell","[{""genres"":""drama""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/9/3/6/9/7/493697-the-farewell-0-230-0-345-crop.jpg?v=115ef58791","2614"
"1678819584-3849","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Deep Cover (1992)","https://letterboxd.com/film/deep-cover/","Deep Cover","[{""genres"":""crime""},{""genres"":""action""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/3/8/8/5/7/38857-deep-cover-0-230-0-345-crop.jpg?v=8ada747a67","2613"
"1678819586-3850","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Temple Grandin (2010)","https://letterboxd.com/film/temple-grandin/","Temple Grandin","[{""genres"":""drama""},{""genres"":""history""}]","https://a.ltrbxd.com/resized/film-poster/2/9/6/7/0/29670-temple-grandin-0-230-0-345-crop.jpg?v=4d647b80c1","2612"
"1678819589-3851","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","How the West Was Won (1962)","https://letterboxd.com/film/how-the-west-was-won/","How the West Was Won","[{""genres"":""western""}]","https://a.ltrbxd.com/resized/film-poster/4/4/9/0/9/44909-how-the-west-was-won-0-230-0-345-crop.jpg?v=11fda3a9d0","2611"
"1678819591-3852","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Jesus of Montreal (1989)","https://letterboxd.com/film/jesus-of-montreal/","Jesus of Montreal","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/4/9/3/0/1/49301-jesus-of-montreal-0-230-0-345-crop.jpg?v=7be44ff6bb","2610"
"1678819594-3853","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Ray (2004)","https://letterboxd.com/film/ray-2004/","Ray","[{""genres"":""drama""},{""genres"":""music""}]","https://a.ltrbxd.com/resized/film-poster/5/0/8/6/7/50867-ray-0-230-0-345-crop.jpg?v=da60178a67","2609"
"1678819596-3854","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/27","Call Me by Your Name (2017)","https://letterboxd.com/film/call-me-by-your-name/","Call Me by Your Name","[{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/sm/upload/g9/9t/cc/7u/tcNniniS4rfqrLH0oORikJfnIwY-0-230-0-345-crop.jpg?v=f0c073f2b4","2608"
